recoverykey,ivr_call_id,acd_area_nm,call_end_dt,call_end_tm,call_answer_tm,route_value,icm_acct_type_cd,eqp_prod_id,cust_value,lang_pref_ind,cacs_state_cd,first_bill_cd,onstar_ind,transfer_point,onebill_ind,high_risk_ind,cacs_work_state_cd,ivr_cust_src_cd,bus_rule,script_nm,eccr_line_bus_nm,eccr_super_line_bus_nm,eccr_dept_nm,mtn,eccr_call_ctr_cd,acd_appl_id,agent_group_id,callers_region,transfer_flag,final_call_dispo,call_dispo_flag,peripheral_call_type,final_object_id,call_duration_seconds,ring_tm_seconds,delay_tm_seconds,time_to_aband_seconds,hold_tm_seconds,talk_tm_seconds,work_tm_seconds,local_q_tm_seconds,handle_tm_seconds,delay_answer_seconds,call_offered_cnt,answer_half_hr,abandons_cnt,answered_cnt,ansr_30_cnt,ansr_30_to_40_cnt,tm_zone_offset,callcenterid,sor_id,cust_id,cust_line_seq_id,acss_call_id,callcenterid_agent,acd_area_nm_agent,eccr_line_bus_nm_agent,eccr_dept_nm_agent,rep_type_cd,ecc_sm_ind,eid,call_answer_dt,routercallkeyday,routercallkey,super_bus_rule,super_skill_group,super_call_type_cd,dev_cat_cd,hpr_cd,specialization_cd,client_channel_cd,client_application_cd,call_status,call_reas_cd,orig_ivr_call_id
9.1823E+12,TiaUZRzMw+A83MLuh/6I3nfVnY87+FraIKH+04ZyG2RAQ3g3jTG1ZSZiMkITB7WyTfMNxUhzvuOLyfO66sIlfg==,SPC,2020-03-01,15:50:56,15:31:37,DEF,SMBC,45765,LN,E,N0,0,N,BSCSHOO,N,N,0,N,NA,,BGCO-GNRLCLEU,Business,BSC,Dhg2TAzy9VsGCGdL6+Tb7bqnjWu/N3Hagj2zMPNioX8J/jwSa3g7U85DAlLZVZo3fem1IJyqZ8rlKzimX1xgzA==,EQ,5993,10800,GL,1,30,1,2,,1413,0,0,0,325,799,35,254,1159,254,1,32,0,1,0,0,0,271,V,GJj4kCQb5i807F576OIHoTTYO3ThEq156mlbmnKR3YleFl1awLhbSsBN2BrmARnsIC8imzZOsnOdtqJj39CweQ==,1,IaOmSelh0pYBpDBOoOXaZLY3pOsxe3AYTpSMLN6A3h/vUGmplZxgWERGWZQs4KENweb4VsohQf62O7Mwh4CwHg==,227,SPC,BGCO-Phone Team,FJG8d0G5/dgOO3j4QIL5YS1yLc+9Yq545iugYfXcUyiFTykCGCWtc5/mur6DImaD7T27G2Q64lhlsafZAn12og==,C,,,2020-03-01,,,,,,,,,,,,,
9.1823E+12,ENONARWk1qA7mShXF+2KnKZopzKukKxy1Se8dtkYb+uaAk95f6q0VlGcbCgOgrNXTtf9UznZEe9opDUbSF4e2g==,SPC,2020-03-01,12:10:57,12:07:46,DEF,SMBC,34639,MN,S,N0,0,N,BSCSHOO,N,H,0,N,NA,,BGCO-GNRLCLEU,Business,BSC,nx5wZvyO9PEaVGeyXuVXupPY/i+eViqWYsFtD28QhTfTkus5F2o7n0Yd0c4hLnvq4wNb14bP26DV9MJN0nrkKQ==,EQ,5993,10800,GL,1,29,1,2,,191,0,0,0,1,190,0,0,191,0,1,25,0,1,1,0,0,271,V,0dc4eceGSk+u3/bI/s07rkjy4AMy3vKK06olA+M6ude4dVrDN4aAyYmahbT6HhJGmXs/nwlXRVaC7ZqKd2U6YQ==,14,2hVpP9Uk6ZZiI5vxAu1etf2cr7xZInMKVEBBkrD3uh8DqO7K+Xx6KYzavH1VaPuLG59tJE6MIetKpcP3WqDIVQ==,227,SPC,BGCO-Phone Team,FJG8d0G5/dgOO3j4QIL5YS1yLc+9Yq545iugYfXcUyiFTykCGCWtc5/mur6DImaD7T27G2Q64lhlsafZAn12og==,C,,,2020-03-01,,,,,,,,,,,,,
9.1823E+12,DgJVSoQ+V0z5qQgaa5Bo2QzzJ35oFSE7xbqi6I322DArf462nQHT5V9RD16N3H6Dq6LEEWD4ZASEavIkwSzi/A==,SPC,2020-03-01,15:18:53,15:16:05,DEF,SMBC,45375,MN,E,W0,0,N,BSCSHOO,N,N,0,N,NA,,BGCO-GNRLCLEU,Business,BSC,YiG063aamHGTX3ZAZkipgpsb/I2E9IZRUJmZ85Nrttam746SzjYkHjQ18/pYTkFk5zTZ1MMGFrlRfLBUhICcAA==,EQ,5993,10800,SE,0,13,1,2,,371,0,0,0,2,131,35,203,168,203,1,31,0,1,0,0,0,271,,,,,227,SPC,BGCO-Phone Team,FJG8d0G5/dgOO3j4QIL5YS1yLc+9Yq545iugYfXcUyiFTykCGCWtc5/mur6DImaD7T27G2Q64lhlsafZAn12og==,C,,,2020-03-01,,,,,,,,,,,,,
9.1823E+12,8QXF13ZmOAn35ZVdSX9RVYe7GynNVNJ3r/8wyQoHglT21cAE335YsB9UXc90N3k/ZpKpGbBbsv5OXRwtGpwOqA==,SPC,2020-03-01,12:22:04,12:18:12,DEF,SMBC,34639,MN,E,N0,0,N,BSCSHOO,N,N,0,N,NA,,BGCO-GNRLCLEU,Business,BSC,js/TLUqs6DKL1JIn87Ew9n7cIBA5BNGYcMRN3tVxQ36ajmwM4eCjTgAq+beaZHwO9tlcyohtErEtA44R05CU7A==,EQ,5993,10800,SE,1,30,1,2,,233,0,1,0,59,163,10,0,232,0,1,25,0,1,1,0,0,271,V,RAgziNpuNLuJ0TjduyQ1gYviMJU3yuNE0ISywLFlCSmPtOSCGTIuoRrFrcv2Jp4KU2maoWkMjystwopJ3S5OoQ==,87,DPHXQ2uhmsovW6WkF8qJeja1E2rT9Dc5Sz7jGF0JzBaq6fPk0f58+Wcp5eVWnGF8VgnJfgl78acKaCch+Bm81w==,227,SPC,BGCO-Phone Team,FJG8d0G5/dgOO3j4QIL5YS1yLc+9Yq545iugYfXcUyiFTykCGCWtc5/mur6DImaD7T27G2Q64lhlsafZAn12og==,C,,,2020-03-01,,,,,,,,,,,,,
9.1823E+12,mio44WVpb4xpJsfNzFR9yNBms+jtNQ4NafLhi6JqqysFAdA7zdJR1rjhjcRa2UFCZNuQEJkiVr+b2NRphyZo0g==,Prepay,2020-03-01,14:10:21,13:46:35,DEF,CONX,0,MN,E,N0,0,N,NPPACTV,N,N,0,N,NA,,ACT-PP Consumer,Activations-Prepay,Activations - Prepay,uaApD5ousTm+HedWHpj8E3ogHsplO2TTiNejCgExM4fyZ4IP1Jg5l2f5YAb0WzvWxrWe8OW16K7hMUqrVSTnOg==,EQ,6015,20800,PC,1,30,1,2,,1427,0,1,0,82,1344,0,0,1426,0,1,28,0,1,1,0,0,271,V,chCs+P1hD20EIFJR26ZROCyMelW8HYjQwK4VKBnMFbSogpYdLd2w7l32xyVhG1Rg1yYj4W2XZJ2B+mwxKXZ3cA==,1,lSNbrbdtzDQUX9VImNLPDqoIWhzL2FvV/1uCzy5yaFvT2cCyqFaZtncRSbLJwLdfJADgWsBC6D2iK6HpX7kICA==,260,Prepay,CS-PP Consumer,knhlA3EnwMaJd6abcIiuVc0hkzwlHjuL5RXAxBy5Lm9g3xucYq3SyU9CV3imcBqnbcYfRioYlSA9Tk314FhMMQ==,C,,,2020-03-01,,,,,,,,,,,,,
9.1823E+12,5FeSJxj/nvtWKZUChEUFwZ9T3Enl8iewRnE9r18C3t+V7VCAgHIIjHjcTtMrV0a6yumJs3bEyR2RqxpoYiv+rQ==,Prepay,2020-03-01,15:45:58,15:31:08,DEF,CONX,0,MN,E,N0,0,N,NPPACTV,N,N,0,N,NA,,ACT-PP Consumer,Activations-Prepay,Activations - Prepay,X1E2VDIHKijmjN4ck8bLw0H3XI226226fNeX8jGTNnSrNlPROsh6ijirifX96Q6+qYh+Mf8y4eGeQghkQ/oPUA==,EQ,6015,20800,NC,1,29,1,2,,891,1,0,0,452,408,30,0,890,1,1,32,0,1,1,0,0,271,V,6v1j/aCg9ctk+O/oVHPHxTR5vrBhQMdw0JZhGnOwl4xpksRuF83hNUiWdz7+sL5ug1GqzhoW3Ip/KmjGUdDJJQ==,1,hssmNWRffpJLh142ruWhSq5nINFWdWgq7UQzAB1+qDHaZGPEwH3Q6J15heS35A3XRJ2ltnU+bJnsSvx6smMNNQ==,260,Prepay,CS-PP Consumer,knhlA3EnwMaJd6abcIiuVc0hkzwlHjuL5RXAxBy5Lm9g3xucYq3SyU9CV3imcBqnbcYfRioYlSA9Tk314FhMMQ==,C,,,2020-03-01,,,,,,,,,,,,,
9.1823E+12,axYUfgcPdLMbuGBTRSQf1P6btwVtrcDEck95jnbR5DRHj1UFZr5RYgm60RUO2JpBgwRMzSV4NJ7ML3sYqZgoyg==,Prepay,2020-03-01,14:15:45,14:07:15,DEF,CONX,0,MN,E,N0,0,N,NPPACTV,N,N,0,N,NA,,ACT-PP Consumer,Activations-Prepay,Activations - Prepay,/PBWDd+snb5uxbEmC/ktei+ErX0Y0Z+VmHCsflUT5L3/qMTJ+zBT/O6gTJJjYDwPGbR+OgyQNvO8EXDt0hMPYg==,EQ,6015,20800,SC,1,29,1,2,,510,0,0,0,320,160,30,0,510,0,1,29,0,1,1,0,0,271,V,IbOQeqcaSnqVwlNfbgzmsq5aFgqsLHL1+VSVKZGJdD73WOtE3o9gO+a55F7Dv5EeRqBNwuv6/JA2IM9QuCfISQ==,1,easKkY2zIHq7O22Bu9S9Ipd+MAmInsdUcaZdiGejk+04UT6ndlmysifdTSArWFS4QD+t4wuFP1xkw/ZWl/Eyvw==,260,Prepay,CS-PP Consumer,knhlA3EnwMaJd6abcIiuVc0hkzwlHjuL5RXAxBy5Lm9g3xucYq3SyU9CV3imcBqnbcYfRioYlSA9Tk314FhMMQ==,C,,,2020-03-01,,,,,,,,,,,,,
9.1823E+12,TblqhITpA/gwV9dnd4s9qkYBIT4EhdVFP4DilrjJtBnh9zWkqk1Hzw1uzLfih+KBaOpi5YTxu+6v3nUW6BoOrg==,Prepay,2020-03-01,13:14:22,12:40:25,DEF,CONX,0,MN,E,N0,0,N,NPPACTV,N,N,0,N,NA,,ACT-PP Consumer,Activations-Prepay,Activations - Prepay,m4Vac3UecBfgwUzCoOZZTTUNsh8Lx02op2ypMdplj8sBaDe1ykawKnPi/HsgY4UJu11uM4/RFvcaKUHZPFZdLQ==,EQ,6015,20800,SE,1,30,1,2,,2037,0,0,0,1231,775,31,0,2037,0,1,26,0,1,1,0,0,271,V,AHIJc4izM/MP2UJ27T1S9H9okXeR4y7pLXm/zHdRKwKFmhtD3H6nzBHXnQqzCFvaquLa3ID70rXyCI5Tq4w4rQ==,1,ZsEYSoUpI548guuEWAiDCEChhnUPGhq+WWiajmErs0UnLk84yxSYg7NxPgC/8KTjM3nl3FIfXlW3wBJomuQdOg==,260,Prepay,CS-PP Consumer,knhlA3EnwMaJd6abcIiuVc0hkzwlHjuL5RXAxBy5Lm9g3xucYq3SyU9CV3imcBqnbcYfRioYlSA9Tk314FhMMQ==,C,,,2020-03-01,,,,,,,,,,,,,
9.1823E+12,x0Ai8y9kv2xUKaZpYhm35nltxtudSVrLmYDnhjAH/8dlhq5Ps0NA/dHillvKrqaQw6Ei/IFhu9Mp46FS7elPww==,Prepay,2020-03-01,14:00:34,13:51:24,DEF,CONX,0,MN,E,N0,0,N,NPPACTV,N,N,0,N,NA,,ACT-PP Consumer,Activations-Prepay,Activations - Prepay,wJfG6De3oHGgD5yivplKxsevgB25Hjr3IZg/9XXU0AIGtF7KMOAjKgMF/YWp3nDfXMtX90K2UhEgjPXp4t2PNg==,EQ,6015,20800,NE,1,30,1,2,,551,1,0,0,430,99,21,0,550,1,1,28,0,1,1,0,0,271,V,3c3tNKVfCtnGdUMYZZzEyscxHLK8hg2RSPK9rEiZl5IavHt+058mJHN+DK0OM673SXhI8fB3diqwoB3VkFc+rg==,1,,260,Prepay,CS-PP Consumer,knhlA3EnwMaJd6abcIiuVc0hkzwlHjuL5RXAxBy5Lm9g3xucYq3SyU9CV3imcBqnbcYfRioYlSA9Tk314FhMMQ==,C,,,2020-03-01,,,,,,,,,,,,,
9.1823E+12,fnA3D+6WbbGd/rDCLvPlA32RnMqfvLNd1tpP6Z2IamPckiC/HhlLpfje/2U0OHwJZlbQFj+h/JFbnOkK2zECmQ==,Prepay,2020-03-01,18:06:10,17:48:09,DEF,CONX,0,MN,E,N0,0,N,NPPACTV,N,N,0,N,NA,,ACT-PP Consumer,Activations-Prepay,Activations - Prepay,rfQ5r/RVn5ju0rigDxjW6LOvsneHIru/DnNlY0FO6a8AoSp/3IdgqM8Unz0O/5uCC6eaQSSfXTWrjxGJA5xvSg==,EQ,6015,20800,NE,0,13,1,2,,1082,0,1,0,228,830,23,0,1081,0,1,36,0,1,1,0,0,271,V,uSUKEsuoW+wpQ4xPFLv441dIiH5rU37PJqGFGoioJToaWlPmtcedJn6G7Y1V1l7GB8Fz9qs3/IWznX9LxG+1Bg==,1,DnXi/YZ2bAjT/fX5zzk5q9vKPtwGYi/G589h6+H2zNUFZ2zNtYHl8U5Q0vf85CMQcPc+FJLYi3UE0vfSTgfoBA==,260,Prepay,CS-PP Consumer,knhlA3EnwMaJd6abcIiuVc0hkzwlHjuL5RXAxBy5Lm9g3xucYq3SyU9CV3imcBqnbcYfRioYlSA9Tk314FhMMQ==,C,,,2020-03-01,,,,,,,,,,,,,
9.1823E+12,zlYoJdIyFP8zl1LdrM4ttGY/2rEPqcWtOu9i5RDcfDzTCV+RitOistkFXPJeNUxR8h5zqFVrq23+Qo4z+lUFjQ==,Prepay,2020-03-01,20:00:49,19:01:57,DEF,CONX,0,MN,E,N0,0,N,NPPACTV,N,N,0,N,NA,,ACT-PP Consumer,Activations-Prepay,Activations - Prepay,djWWIHGkeCm8j0arEmdxD5JKu2udMuFjKjZO2azNG9FTV9C0W+Skw6MXCH6+QpPdNmdn01y1QCn1ktUjRwjovg==,EQ,6015,19020,PC,1,29,1,2,,3555,0,0,0,228,3279,25,23,3532,23,1,39,0,1,1,0,0,271,V,I9j38DuctOR4K+GiddTlRxwx+PptscAzlGFHpnYGCjET6bCwkLqTqDYvAJv9TkYdtOA8V/d2FINb1O2dmx9Saw==,1,UfWwDlzX6LgIr5wketAoi3xRD4blZSUThEUIRFizXHLAmWXGrittViOQqWAM9scmSLe0Lsyyr6PY6nvnPN3Q7Q==,105,Prepay,CS-PP Consumer,knhlA3EnwMaJd6abcIiuVc0hkzwlHjuL5RXAxBy5Lm9g3xucYq3SyU9CV3imcBqnbcYfRioYlSA9Tk314FhMMQ==,C,,,2020-03-01,,,,,,,,,,,,,
9.1823E+12,JU0mxrvMh20fnVgdXX/jirIGuHrAnMpelp7ywzaNvoT0dma8iTK90T1gJf2oI8p64IHqfBAcN9JMCIDeA6DK4g==,Prepay,2020-03-01,18:39:11,18:37:28,DEF,CONX,0,MN,E,N0,0,N,NPPACTV,N,N,0,N,NA,,ACT-PP Consumer,Activations-Prepay,Activations - Prepay,Nnffq9tWL23czDmEdhUqRcan1LdwPC84YCnYgiP61a3nyEUBIsPfUc1oSu+krqb9m5Y4+9Y8l5U69ENMElzKdw==,EQ,6015,19020,PC,1,29,1,2,,103,0,0,0,2,101,0,0,103,0,1,38,0,1,1,0,0,271,V,e4IH5npPhE5WudeBHRvYExw05pgkHJbtoluiEZtZhehUh6ftHF9hAhlitDityI3TCqxpNJn0DOXKmszC8LxrBQ==,1,,105,Prepay,CS-PP Consumer,knhlA3EnwMaJd6abcIiuVc0hkzwlHjuL5RXAxBy5Lm9g3xucYq3SyU9CV3imcBqnbcYfRioYlSA9Tk314FhMMQ==,C,,,2020-03-01,,,,,,,,,,,,,
9.1823E+12,DlFYRoAvAD2mkQl7ZDe2HfgXtkPFjrcMRT6/fLMr+9+LsKS7hir1HnEvzoEZ4Y5r3Dew6flmU/cDjwmA1ivqvg==,Prepay,2020-03-01,18:54:58,18:53:29,DEF,CONX,0,MN,E,N0,0,N,NPPACTV,N,N,0,N,NA,,ACT-PP Consumer,Activations-Prepay,Activations - Prepay,0n04vJM4SM1S+pDNENLjnHNa82ozkB27FrdPjul32jcvf4qUpB+Wf2QL1kIaFuDKYg4p+rS1Pzo++SzMudib2w==,EQ,6015,19020,PC,1,29,1,2,,89,0,0,0,12,77,0,0,89,0,1,38,0,1,1,0,0,271,V,vcwEqx+Y/UQJt67HF6y4BJ3wpX3fVH8a9+wctZS69AIxz2gjCnw1MHHoFJAfnWDqKm2MRq/fGzylpgke8abDhw==,1,,105,Prepay,CS-PP Consumer,knhlA3EnwMaJd6abcIiuVc0hkzwlHjuL5RXAxBy5Lm9g3xucYq3SyU9CV3imcBqnbcYfRioYlSA9Tk314FhMMQ==,C,,,2020-03-01,,,,,,,,,,,,,
9.1823E+12,8o69QrWQa6zA+2jQxFwtjXfyzcl7WIsRd3XYRe0EpsyBrQJEgbTEnpPbY9Ne+FZP3Y4AN4Rhm9zkRkxGq0pVOQ==,Prepay,2020-03-01,14:37:40,14:35:19,DEF,CONX,0,MN,E,N0,0,N,NPPACTV,N,N,0,N,NA,,ACT-PP Consumer,Activations-Prepay,Activations - Prepay,queBBvs/SdTit5YzwDSjuL4Oxs0CGUR/y+DkTD57ilpYGsYusHYFxbEoU0nrBgbpIs4p69+LmcViXo8js3CxcA==,EQ,6015,19020,NE,1,29,1,2,,141,0,0,0,1,137,3,0,141,0,1,30,0,1,1,0,0,271,V,eGlR2QEv9gLztXOLBvmtqrTscgcfrwwnzKoeOvHfTq68WhtNBwlcQg09lgxYUSAP9fCT4PcAocGc9S3CA7UFBg==,1,,105,Prepay,CS-PP Consumer,knhlA3EnwMaJd6abcIiuVc0hkzwlHjuL5RXAxBy5Lm9g3xucYq3SyU9CV3imcBqnbcYfRioYlSA9Tk314FhMMQ==,C,,,2020-03-01,,,,,,,,,,,,,
9.1823E+12,V7Ratcv6pvHAj1IsCH8IFS7hrkWeZ8hHjlB2yTJC1d4kUtzt5qHzREZdn8/al8QtLqwqvE4n4fa/Nbroevndtw==,Prepay,2020-03-01,15:33:36,15:20:13,DEF,CONX,0,MN,E,N0,0,N,NPPACTV,N,N,0,N,NA,,ACT-PP Consumer,Activations-Prepay,Activations - Prepay,oUiT7sGw36pgc4lKQ/aVY9Z8QQ80WqfumbqUU5xuVpkrZCvLMfBJ5nerFdGtqkFL+4R6m/IcEgR0Y38Nksd/tQ==,EQ,6015,19020,NC,1,30,1,2,,804,1,0,0,5,738,60,0,803,1,1,31,0,1,1,0,0,271,V,ywfxybyRv7NY3OgBf3mklj6uGeoHDZTAYbKqN7J/j9shpfZjyQFrRXVTlkaX12IWDRB64FsG5LMlZZLKxt82rQ==,1486,,105,Prepay,CS-PP Consumer,knhlA3EnwMaJd6abcIiuVc0hkzwlHjuL5RXAxBy5Lm9g3xucYq3SyU9CV3imcBqnbcYfRioYlSA9Tk314FhMMQ==,C,,,2020-03-01,,,,,,,,,,,,,
9.1823E+12,CM/IRg/FP35ZhuVXjHOSsqfNcsPuQ9JVmAXvri7HJcBpQR8BxrjbPjJpxFAz1f1h6x8YBkEvlKT3UCLg36SmsA==,Prepay,2020-03-01,14:47:53,14:45:29,DEF,CONX,0,MN,E,N0,0,N,NPPACTV,N,N,0,N,NA,,ACT-PP Consumer,Activations-Prepay,Activations - Prepay,f0ex7eKk6RxKRRwmnVufMXpAfcE48XfaTK3IUl38Xz5r/qSIgxCcKGA+VAhjBXs4fH62ke/eqV/U7xZloEQjow==,EQ,6015,19020,PC,1,30,1,2,,144,0,0,0,31,53,60,0,144,0,1,30,0,1,1,0,0,271,V,6FX157jlIi73oJw1wVjwzwwUoUt1rJX5rgWbXqPU9YrJa6KsFywe/00hShiFGnXJ6ND9ZWGR1RSjQXGw+wM/Eg==,1,,105,Prepay,CS-PP Consumer,knhlA3EnwMaJd6abcIiuVc0hkzwlHjuL5RXAxBy5Lm9g3xucYq3SyU9CV3imcBqnbcYfRioYlSA9Tk314FhMMQ==,C,,,2020-03-01,,,,,,,,,,,,,
9.1823E+12,3MR1kuHpCReqi86dQR1Iz4DLxMLbRbFFKEY+AaMf1aa7EiQ73KOiAelxHVm7rB0pyxvV/ECVg7cYEL0YDuOPIg==,Prepay,2020-03-01,14:36:52,13:49:42,DEF,CONX,0,MN,E,N0,0,N,NPPACTV,N,N,0,N,NA,,ACT-PP Consumer,Activations-Prepay,Activations - Prepay,2mVqTJytzZsZpoz7ci2iwnBXxeUl0VbDRNoOzfuz/zXbPd++Sf3cUHQw10JohS43yNSiWnObxG2LVAyk8zowbg==,EQ,6015,19020,SE,0,13,1,2,,2831,1,0,0,1206,1624,0,0,2830,1,1,28,0,1,1,0,0,271,,,,GPE7PBTYnndHN6skoKSgvNinSVXUOZ8IW51LWPQMUcsTjLv+a90CIccA5Cjsfk5yrtsMvjPwD1GX4drA4SNXnA==,105,Prepay,CS-PP Consumer,knhlA3EnwMaJd6abcIiuVc0hkzwlHjuL5RXAxBy5Lm9g3xucYq3SyU9CV3imcBqnbcYfRioYlSA9Tk314FhMMQ==,C,,,2020-03-01,,,,,,,,,,,,,
9.1823E+12,yPG57aO3qszFMpW8IJ9T4tILfpQpAUbd7JVbxpTn3R9TlOS78xIjnX5eevgpqyWrzjblU61pd75MeUpe3ztVag==,Prepay,2020-03-01,11:18:23,11:16:33,DEF,CONX,0,MN,E,N0,0,N,NPPACTV,N,N,0,N,NA,,ACT-PP Consumer,Activations-Prepay,Activations - Prepay,J2EgrnD2dSrPpC8f8jkCzWeqbu0jnn7ZP0MWquv26OQ5e10K+YgAVCcqqR5mlZ8pKH3rk4UoLoEeklUNuHDb3A==,EQ,6015,19020,SE,1,29,1,2,,110,0,0,0,3,47,60,0,110,0,1,23,0,1,1,0,0,271,V,Y6B5MjptjwyS2YZJfCJUGa++g+9QDxYmhRxCq8zq9g3XU+kBXUMQaSRHieigszoR6S3rTZSm+aNpjTV/kSQXyg==,1,,105,Prepay,CS-PP Consumer,knhlA3EnwMaJd6abcIiuVc0hkzwlHjuL5RXAxBy5Lm9g3xucYq3SyU9CV3imcBqnbcYfRioYlSA9Tk314FhMMQ==,C,,,2020-03-01,,,,,,,,,,,,,
9.1823E+12,GNW7aL1ZOc1OcVBJXnjOHIDRD3cTVTykEileyFDGX0LLmGD1FTLsMYkxuRkuHQOfLgOY71vhPHO3erxBWVEFPQ==,Prepay,2020-03-01,12:30:05,12:25:07,DEF,CONX,0,MN,E,N0,0,N,NPPACTV,N,N,0,N,NA,,ACT-PP Consumer,Activations-Prepay,Activations - Prepay,u/Be3HJDuVlB6jHTIEsIqVUK7TvEMFs8vgSDlJwJuY8nuToXjG7d9fzt7u9jJ/6JkN957UU1e39ORfYlUnaF+w==,EQ,6015,19020,NE,1,29,1,2,,299,0,1,0,141,153,4,0,298,0,1,25,0,1,1,0,0,271,V,pHwBN6KCHpD1Gpga+CsyUXvBtDJjriQpwX4sHw8yWfMfLHy6yfTSfO3p1ziuFRGdB0WruRT0AW4WGjV5SmiXdQ==,2,rXjbx+ABv/6Je+EWXpkpZIejIu/JUzvyu420HZCdoKE5iy0fwhDet7VIGqEvQ8YL+XtnpCXef6YPJb0kJG0gjQ==,105,Prepay,CS-PP Consumer,knhlA3EnwMaJd6abcIiuVc0hkzwlHjuL5RXAxBy5Lm9g3xucYq3SyU9CV3imcBqnbcYfRioYlSA9Tk314FhMMQ==,C,,,2020-03-01,,,,,,,,,,,,,
9.1823E+12,++m5777mktzUBivOXfsB70ss1g7AAuoWdE9C9tYeb5GAcX0ipEqyQlQjOSN5Du8PYCSludPage+QXl7M4SFHpQ==,Prepay,2020-03-01,13:54:58,13:51:11,DEF,CONX,0,MN,E,N0,0,N,NPPACTV,N,N,0,N,NA,,ACT-PP Consumer,Activations-Prepay,Activations - Prepay,lwS6odHTVVXuPG5a0b7EZG4UvjR9+VK6/6Szmi9hZNhHk6ddRhVv7y1BVDjGUN3jau1nigioXJHioV9arcSdbw==,EQ,6015,19020,NE,1,29,1,2,,228,0,1,0,4,223,0,0,227,0,1,28,0,1,1,0,0,271,V,mjsx98oWxOIDQZNrj/B2WtUP8/ONRhcekdCCMtv9CWG2uUJaSGup4rq2vVQ2opKq/A8uWtB68fxEjw9cjy1Gbg==,1,,105,Prepay,CS-PP Consumer,knhlA3EnwMaJd6abcIiuVc0hkzwlHjuL5RXAxBy5Lm9g3xucYq3SyU9CV3imcBqnbcYfRioYlSA9Tk314FhMMQ==,C,,,2020-03-01,,,,,,,,,,,,,
9.1823E+12,SoZR6X+V6DIIQ7lgT6WezY1g70dgT8qSWoBMC2/qEq50a3TefVHVWZ6CaoMDX4tynsUWmgvUzFB7ymXXb3uQLA==,Prepay,2020-03-01,16:26:06,15:54:39,DEF,CONX,0,MN,E,N0,0,N,NPPACTV,N,N,0,N,NA,,ACT-PP Consumer,Activations-Prepay,Activations - Prepay,xnQh0TZIyprvrtgFXv1lEcP3H3pzeej6j/WBePxPL9ry5KBEIcjTD9t80kgooyaBLRgMnRcaSln4NVBI6dTONA==,EQ,6015,19020,NE,1,30,1,2,,1888,0,1,0,382,1445,60,0,1887,0,1,32,0,1,1,0,0,271,V,Vlb5WaiYCOATlyp3sC6qKc4nlz4bvVkBJRobrfEwX5sQFl6YnvBiho3vEp7AYdS25c1JH7WJo90wyeIYdlEviw==,1,1ZFJ5HC4mgbTtoC0vknvy2t/W8ou5hqnr7VjDa8SvWg60pAqLw5IDTrm7nheQj/7eA6fY/TAfkECjlnCRWVL1w==,105,Prepay,CS-PP Consumer,knhlA3EnwMaJd6abcIiuVc0hkzwlHjuL5RXAxBy5Lm9g3xucYq3SyU9CV3imcBqnbcYfRioYlSA9Tk314FhMMQ==,C,,,2020-03-01,,,,,,,,,,,,,
9.1823E+12,cAp67RdjzLN0a6vgmfhsRrSXupWBaFeAkwuQS9wvRcsktL5852UZTVbz0dAIRz5MeDs0LWORvNfOWjWtTdrSsQ==,Prepay,2020-03-01,14:55:55,14:42:51,DEF,CONX,0,MN,E,N0,0,N,NPPACTV,N,N,0,N,NA,,ACT-PP Consumer,Activations-Prepay,Activations - Prepay,6gpZ/OoMRvsdvsVbp8rCfM7TXpRudiGjevaof1hwJirMyXoVYsz4GhoP5GfQqxaTwkAwXozPyCmpgxxq1DjVDA==,EQ,6015,19020,SE,1,29,1,2,,784,0,0,0,2,782,0,0,784,0,1,30,0,1,1,0,0,271,V,zW+hYsafiF4a6PsaylPFJsjAo6NjxiJPRfv5hDk/mAUQQ4T24O6xp6TgncliXRc8BJzIEsDRsJ68th3eTy30XA==,1,o/Egpdar5Yj/uB06CpbgNGDREjyDlhP61RnQQPUJgTWxmH2AXb1gPeiBBN7e77tNhnSEfzqw3cycENlfyBcUjQ==,105,Prepay,CS-PP Consumer,knhlA3EnwMaJd6abcIiuVc0hkzwlHjuL5RXAxBy5Lm9g3xucYq3SyU9CV3imcBqnbcYfRioYlSA9Tk314FhMMQ==,C,,,2020-03-01,,,,,,,,,,,,,
